,X,Y,CTY_CODE,ADTTOTAL,BRIDGE_ID,COVERED_BRIDGE,CUSTODIAN,DECK_AREA,DECKWIDTH,DEPT_MAIN_MATERIAL_TYPE,DEPT_MAIN_PHYSICAL_TYPE,DESIGNMAIN,HISTSIGN,LENGTH,MATERIALMAIN,NBI_RATING,STATE_LOCAL,STRRATING,YEARBUILT,YEARRECON,FLOOD_INSP,KIND_HWY
283,-75.6095536049,39.858401607,15,389.0,15304200420000,0.0,1.0,576.0,0.0,2.0,1.0,19.0,0.0,16.0,1.0,0.0,1,7.0,1966.0,0.0,0.0,3.0
285,-77.6428,40.7311,44,25.0,44793551050054,0.0,11.0,268.800018,19.2000008,3.0,1.0,1.0,0.0,14.0,1.0,0.0,0,7.0,1932.0,2002.0,0.0,7.0
289,-75.4201,40.1698999999,46,5.0,46793564341601,0.0,11.0,180.0,10.0,1.0,6.0,2.0,0.0,18.0,3.0,1.0,0,2.0,1950.0,0.0,0.0,7.0
292,-75.9547492401,39.8545378855,15,200.0,15304400200000,0.0,1.0,252.0,21.0,5.0,9.0,2.0,0.0,12.0,7.0,1.0,1,5.0,1936.0,2017.0,0.0,3.0
293,-75.6227132463,39.9695198592,15,13282.0,15032205000000,0.0,1.0,2897.1001,78.3000031,2.0,1.0,4.0,0.0,37.0,1.0,0.0,1,5.0,1956.0,0.0,1.0,2.0
294,-75.6114989218,39.9745636325,15,14953.0,15032205300421,0.0,1.0,272.0,0.0,2.0,1.0,19.0,0.0,8.0,1.0,0.0,1,6.0,1954.0,0.0,0.0,2.0
295,-75.8250706045,40.0052207148,15,4452.0,15034001300990,0.0,1.0,4576.0,35.2000008,1.0,6.0,2.0,0.0,130.0,3.0,0.0,1,5.0,1935.0,0.0,0.0,3.0
300,-80.2258263138,41.8725213387,25,1683.0,25009800400000,0.0,1.0,2655.00024,35.4000015,4.0,2.0,6.0,0.0,75.0,5.0,0.0,1,9.0,2008.0,0.0,0.0,3.0
302,-75.7784767018,40.0045725335,15,3724.0,15034001800000,0.0,1.0,6665.00049,43.0,1.0,9.0,2.0,0.0,155.0,3.0,1.0,1,6.0,1961.0,0.0,0.0,3.0
304,-75.7935316936,40.1479790236,15,2669.0,15034500400000,0.0,1.0,1313.50012,35.5,2.0,1.0,4.0,0.0,37.0,1.0,0.0,1,6.0,1962.0,0.0,1.0,3.0
305,-80.0087848555,40.4424031153,2,13650.0,02027900080000,0.0,1.0,13831.2021,30.6000004,1.0,9.0,2.0,0.0,452.00003,3.0,1.0,1,6.0,1968.0,0.0,1.0,1.0
310,-75.6215920573,40.0715894223,15,11077.0,15040102600000,0.0,1.0,1118.0,43.0,2.0,1.0,1.0,0.0,26.0,1.0,0.0,1,7.0,1960.0,0.0,1.0,3.0
311,-75.5577366513,40.0503220879,15,7665.0,15040103400397,0.0,1.0,780.30005,45.9000015,2.0,1.0,19.0,0.0,17.0,1.0,0.0,1,6.0,1967.0,0.0,0.0,3.0
312,-75.6616410837,40.2402040385,15,35650.0,15042200300000,0.0,1.0,3515.00024,95.0,4.0,2.0,2.0,0.0,37.0,5.0,1.0,1,7.0,1966.0,0.0,0.0,2.0
313,-75.6518123434,40.2379089181,15,52481.0,15042200400000,0.0,1.0,4802.0,98.0,4.0,2.0,2.0,0.0,49.0,5.0,1.0,1,5.0,1965.0,0.0,0.0,2.0
320,-75.7054866229,39.9494604817,15,5690.0,15306202300000,0.0,1.0,1609.50012,43.5,4.0,2.0,5.0,0.0,37.0,5.0,0.0,1,5.0,1959.0,0.0,0.0,3.0
321,-75.9704851174,39.952370939,15,485.0,15306600200150,0.0,1.0,556.600037,24.2000008,1.0,6.0,2.0,0.0,23.0,3.0,0.0,1,5.0,1937.0,0.0,1.0,3.0
322,-75.9617968733,39.9686202992,15,1012.0,15306800300000,0.0,1.0,877.199951,25.7999992,2.0,1.0,4.0,0.0,34.0,1.0,1.0,1,5.0,1938.0,0.0,1.0,3.0
324,-80.1547478344,41.1434590793,43,12246.0,43020801100585,0.0,1.0,20587.5,91.5,4.0,2.0,6.0,0.0,225.0,6.0,0.0,1,8.0,2007.0,0.0,0.0,3.0
329,-75.2009,41.3479000001,51,1.0,51793551190005,0.0,11.0,144.0,12.0,1.0,9.0,2.0,0.0,12.0,3.0,1.0,0,2.0,1935.0,1989.0,0.0,7.0
330,-75.2043,41.3065000001,51,2.0,51793564140801,0.0,11.0,204.0,17.0,9.0,9.0,19.0,0.0,12.0,0.0,0.0,0,7.0,1935.0,1955.0,0.0,7.0
333,-75.8360821491,39.9797598814,15,8042.0,15307001000876,0.0,1.0,7888.99951,49.0,1.0,9.0,2.0,0.0,161.0,3.0,0.0,1,7.0,1997.0,0.0,0.0,2.0
337,-80.0021878565,40.4689053478,2,45584.0,02027900260284,0.0,1.0,20215.0,155.5,1.0,9.0,2.0,0.0,130.0,3.0,1.0,1,6.0,1987.0,0.0,0.0,1.0
338,-75.619639712,39.9606864442,15,8199.0,15307200120936,0.0,1.0,686.0,0.0,2.0,1.0,19.0,0.0,14.0,1.0,0.0,1,5.0,1940.0,0.0,0.0,2.0
339,-75.6170099335,39.9595923209,15,8199.0,15307200121781,0.0,1.0,510.0,0.0,2.0,1.0,19.0,0.0,10.0,1.0,0.0,1,6.0,1940.0,0.0,0.0,2.0
341,-75.6736546556,40.2024683368,15,3518.0,15404100801044,0.0,1.0,342.0,28.5,2.0,1.0,7.0,0.0,12.0,1.0,0.0,1,6.0,1986.0,0.0,0.0,3.0
343,-75.8047080993,40.1406893937,15,2669.0,15707699030281,0.0,31.0,2992.00024,34.0,1.0,9.0,2.0,0.0,88.0,3.0,1.0,0,6.0,1950.0,0.0,0.0,3.0
344,-80.0309324741,40.5058555414,2,35127.0,02027900561458,0.0,1.0,5800.0,58.0,4.0,2.0,2.0,0.0,100.0,5.0,0.0,1,7.0,1987.0,0.0,0.0,1.0
346,-77.5681,40.3562999999,50,12.0,50793551030009,0.0,11.0,162.0,18.0,2.0,1.0,1.0,0.0,9.0,1.0,1.0,0,6.0,1939.0,1965.0,0.0,7.0
352,-75.8227153233,40.0012660056,15,8173.0,15800402500444,0.0,1.0,1155.0,0.0,2.0,1.0,19.0,0.0,33.0,1.0,0.0,1,5.0,1963.0,0.0,0.0,3.0
353,-75.5850159667,40.0321849762,15,15373.0,15803300101628,0.0,1.0,13311.001,43.5,1.0,9.0,2.0,0.0,306.0,4.0,0.0,1,7.0,1995.0,0.0,0.0,3.0
355,-75.4058196922,40.0789743504,15,11912.0,15804700100914,0.0,1.0,300.0,0.0,2.0,1.0,19.0,0.0,10.0,1.0,0.0,1,6.0,1967.0,0.0,0.0,3.0
356,-75.4083733398,40.0800102329,15,16292.0,15804702500721,0.0,1.0,1176.00012,42.0,2.0,1.0,19.0,0.0,28.0,1.0,0.0,1,6.0,1967.0,2001.0,0.0,3.0
358,-79.2987496556,41.015684537,16,6737.0,16002800700000,0.0,1.0,2042.50012,47.5,4.0,2.0,6.0,0.0,43.0,5.0,0.0,1,6.0,1993.0,0.0,0.0,3.0
359,-79.2673536028,41.0233509353,16,4186.0,16002801200481,0.0,1.0,384.0,0.0,2.0,1.0,19.0,0.0,12.0,1.0,0.0,1,6.0,1931.0,0.0,0.0,3.0
360,-80.0702698149,40.5250323728,2,24697.0,02027900822122,0.0,1.0,10944.0,48.0,4.0,2.0,2.0,0.0,228.0,5.0,0.0,1,5.0,1988.0,0.0,0.0,1.0
361,-75.8693284573,39.9296094269,15,303.0,15307900201696,0.0,1.0,1072.5,27.5,4.0,2.0,6.0,0.0,39.0,5.0,0.0,1,7.0,1997.0,0.0,0.0,3.0
362,-75.9680576088,39.9613549925,15,1772.0,15308300200000,0.0,1.0,774.0,25.7999992,2.0,1.0,4.0,0.0,30.0,1.0,1.0,1,5.0,1937.0,0.0,0.0,3.0
363,-76.0015993017,39.8044013897,15,724.0,15308500301667,0.0,1.0,674.79999,24.1000004,1.0,6.0,2.0,0.0,28.0,3.0,0.0,1,5.0,1937.0,0.0,1.0,3.0
364,-76.0027212927,39.8313746494,15,180.0,15308500702458,0.0,1.0,736.79999,30.6999989,2.0,1.0,19.0,0.0,24.0,1.0,0.0,1,7.0,2000.0,0.0,0.0,3.0
365,-75.9305742066,39.81680816,15,605.0,15308900500000,0.0,1.0,7106.3999,37.7999992,4.0,2.0,2.0,0.0,188.0,5.0,1.0,1,6.0,1968.0,0.0,0.0,3.0
366,-79.7799836177,40.4370569148,2,7770.0,02208100100181,0.0,1.0,4851.0,44.0999985,4.0,2.0,2.0,0.0,110.0,5.0,0.0,1,8.0,2007.0,0.0,0.0,3.0
367,-75.3462177426,40.1066507694,46,17941.0,46020201200195,0.0,1.0,17684.502,56.5000038,1.0,6.0,2.0,0.0,313.0,4.0,1.0,1,7.0,2009.0,0.0,0.0,2.0
369,-75.8879371306,39.8376805131,15,405.0,15304400800000,0.0,1.0,625.100037,32.9000015,2.0,1.0,19.0,0.0,19.0,1.0,0.0,1,6.0,1989.0,0.0,0.0,3.0
371,-75.845127937,39.8325990362,15,405.0,15304401201964,0.0,1.0,187.000015,0.0,1.0,9.0,19.0,0.0,11.0,3.0,0.0,1,5.0,1996.0,0.0,0.0,3.0
372,-75.8333007766,39.9075009089,15,1158.0,15304500100158,0.0,1.0,1975.0,39.5,4.0,2.0,5.0,0.0,50.0,5.0,0.0,1,6.0,1966.0,0.0,0.0,3.0
374,-75.7214264171,39.84436595,15,6173.0,15304600802488,0.0,1.0,2650.0,53.0,2.0,1.0,4.0,0.0,50.0,1.0,0.0,1,5.0,1940.0,0.0,0.0,3.0
375,-75.8040592573,39.9578510674,15,904.0,15304700200300,0.0,1.0,697.400024,31.6999989,2.0,1.0,19.0,0.0,22.0,1.0,0.0,1,6.0,1989.0,0.0,0.0,3.0
377,-75.7062056968,39.8487113562,15,6590.0,15304601030000,0.0,1.0,1940.0,48.5,4.0,2.0,6.0,0.0,40.0,5.0,0.0,1,5.0,1962.0,0.0,1.0,3.0
378,-76.0015,41.6318000001,65,120.0,65720905020001,0.0,3.0,1164.79993,22.3999996,4.0,2.0,6.0,0.0,52.0,5.0,1.0,0,8.0,2008.0,0.0,0.0,5.0
384,-75.7747829059,39.9363301276,15,173.0,15304900700000,0.0,1.0,1519.20007,21.1000004,4.0,2.0,4.0,0.0,72.0,6.0,1.0,1,7.0,1937.0,2013.0,1.0,3.0
386,-75.9961294342,39.9048478192,15,474.0,15305400100000,0.0,1.0,2392.50024,27.5,2.0,1.0,4.0,0.0,87.0,1.0,0.0,1,5.0,1941.0,0.0,0.0,3.0
387,-75.6847723333,39.9302496714,15,1517.0,15305800600000,0.0,1.0,693.000061,31.5,3.0,1.0,19.0,0.0,22.0,1.0,0.0,1,6.0,1987.0,0.0,0.0,3.0
388,-75.6806571845,39.9576650963,15,2104.0,15305900140348,0.0,1.0,216.0,0.0,1.0,9.0,19.0,0.0,8.0,3.0,0.0,1,5.0,1973.0,0.0,0.0,3.0
398,-75.9868564839,39.7418285367,15,2448.0,15310700200000,0.0,1.0,840.0,35.0,2.0,1.0,4.0,0.0,24.0,1.0,1.0,1,4.0,1930.0,0.0,0.0,3.0
400,-75.8525496151,40.0058942245,15,1220.0,15400300420000,0.0,1.0,1728.0,48.0,4.0,2.0,5.0,0.0,36.0,5.0,1.0,1,4.0,1973.0,0.0,1.0,3.0
401,-75.7084467037,40.0348945112,15,3686.0,15400400400211,0.0,1.0,2884.0,28.0,1.0,6.0,2.0,0.0,103.0,3.0,1.0,1,5.0,1941.0,0.0,1.0,3.0
402,-75.8478035233,40.0221731635,15,594.0,15400500501461,0.0,1.0,2318.0,38.0,4.0,2.0,6.0,0.0,61.0,5.0,0.0,1,7.0,1966.0,0.0,0.0,3.0
405,-75.8617378678,40.0542869365,15,1640.0,15400700220000,0.0,1.0,285.0,0.0,1.0,9.0,19.0,0.0,15.0,3.0,1.0,1,4.0,1980.0,0.0,0.0,3.0
406,-75.8608591817,40.0728857127,15,1640.0,15400700400156,0.0,1.0,2177.5,33.5,4.0,2.0,5.0,0.0,65.0,5.0,0.0,1,6.0,1998.0,0.0,0.0,3.0
410,-75.86059105,40.1019580944,15,973.0,15401200600000,0.0,1.0,768.0,24.0,1.0,6.0,2.0,0.0,32.0,3.0,1.0,1,4.0,1937.0,0.0,1.0,3.0
411,-77.6173,40.2076999999,28,25.0,28793551030002,0.0,11.0,154.0,0.0,7.0,9.0,19.0,0.0,11.0,9.0,0.0,0,7.0,1939.0,1979.0,0.0,7.0
414,-78.122,40.3089999999,31,42.0,31793551050015,0.0,11.0,252.000015,18.0,2.0,1.0,1.0,0.0,14.0,1.0,0.0,0,7.0,1935.0,1960.0,0.0,7.0
416,-75.732054829,40.0126456831,15,2486.0,15401500200000,0.0,1.0,1012.00006,0.0,2.0,1.0,19.0,0.0,23.0,1.0,0.0,1,6.0,1974.0,0.0,0.0,3.0
418,-75.6431263402,39.8830646425,15,1981.0,15302100201716,0.0,1.0,452.00003,22.6000004,8.0,6.0,2.0,0.0,20.0,3.0,1.0,1,5.0,1939.0,0.0,0.0,3.0
419,-75.862999529,39.7897295303,15,492.0,15302200560000,0.0,1.0,848.0,26.5,2.0,1.0,4.0,0.0,32.0,1.0,0.0,1,6.0,1954.0,0.0,1.0,3.0
421,-75.800521339,39.7816713011,15,807.0,15302400200000,0.0,1.0,2329.7998,35.2999992,1.0,6.0,2.0,0.0,66.0,3.0,0.0,1,7.0,1991.0,0.0,0.0,3.0
423,-75.9033324241,39.820250677,15,6125.0,15302602100000,0.0,1.0,320.0,0.0,2.0,1.0,19.0,0.0,10.0,1.0,0.0,1,5.0,1933.0,0.0,0.0,3.0
424,-79.623599306,41.1073683419,16,1851.0,16036800701335,0.0,1.0,390.0,0.0,2.0,1.0,19.0,0.0,15.0,1.0,0.0,1,6.0,1932.0,0.0,0.0,3.0
430,-78.1249,40.3220999999,31,130.0,31793563141302,0.0,11.0,315.200043,19.7000008,1.0,6.0,2.0,0.0,16.0,3.0,1.0,0,3.0,1936.0,1996.0,0.0,7.0
431,-79.1012,41.3321000001,33,45.0,33793562010100,0.0,11.0,243.000031,16.2000008,4.0,4.0,5.0,0.0,15.0,5.0,0.0,0,7.0,1970.0,0.0,0.0,7.0
435,-75.5887605456,41.0769702731,45,10009.0,45008028260300,0.0,1.0,6628.3999,45.4000015,4.0,2.0,2.0,0.0,146.0,5.0,0.0,1,7.0,2006.0,0.0,0.0,1.0
436,-79.7245696078,40.4272655378,2,9766.0,02028600041006,0.0,1.0,4483.7998,31.8000011,1.0,9.0,2.0,0.0,141.0,3.0,1.0,1,6.0,1950.0,1993.0,0.0,3.0
437,-79.6762442501,41.1847927779,16,1499.0,16047800120000,0.0,1.0,480.0,0.0,2.0,1.0,19.0,0.0,16.0,1.0,0.0,1,5.0,1930.0,1966.0,0.0,3.0
438,-79.3569647485,41.0152084442,16,1769.0,16086102620000,0.0,1.0,700.0,0.0,2.0,1.0,19.0,0.0,25.0,1.0,0.0,1,5.0,1958.0,0.0,0.0,3.0
439,-79.3871615919,41.0200256782,16,1139.0,16086102120313,0.0,1.0,1560.0,32.5,2.0,1.0,11.0,0.0,48.0,1.0,1.0,1,4.0,1941.0,0.0,0.0,3.0
440,-79.4772066516,41.0140324756,16,985.0,16086100920000,0.0,1.0,1134.0,0.0,2.0,1.0,19.0,0.0,42.0,1.0,0.0,1,5.0,1958.0,0.0,0.0,3.0
441,-79.48215731,41.0338118934,16,985.0,16086100420000,0.0,1.0,493.00003,0.0,2.0,1.0,19.0,0.0,17.0,1.0,0.0,1,5.0,1958.0,0.0,0.0,3.0
442,-79.7220119381,40.4278000047,2,19531.0,02028600100510,0.0,1.0,1521.0,0.0,2.0,1.0,19.0,0.0,39.0,1.0,0.0,1,5.0,1952.0,0.0,0.0,3.0
443,-79.326846335,41.3213304196,16,79.0,16100600300000,0.0,1.0,270.0,0.0,1.0,9.0,19.0,0.0,15.0,3.0,0.0,1,5.0,1973.0,0.0,0.0,3.0
444,-79.3405320852,41.1812233414,16,362.0,16101100201393,0.0,1.0,627.900085,27.2999992,3.0,1.0,22.0,0.0,23.0,1.0,0.0,1,6.0,1954.0,2005.0,0.0,3.0
445,-79.32784074,41.1963993736,16,362.0,16101100502381,0.0,1.0,443.700012,26.1000004,2.0,1.0,1.0,0.0,17.0,1.0,0.0,1,5.0,1939.0,0.0,0.0,3.0
446,-79.2183767202,41.3457887372,16,415.0,16101500300000,0.0,1.0,2415.00024,35.0,2.0,1.0,4.0,0.0,69.0,1.0,0.0,1,5.0,1937.0,1981.0,0.0,3.0
447,-79.2340358312,41.0812253891,16,447.0,16200101000383,0.0,1.0,928.0,32.0,3.0,1.0,19.0,0.0,29.0,1.0,0.0,1,6.0,1993.0,0.0,0.0,3.0
448,-79.2577394936,41.0976303104,16,447.0,16200101400000,0.0,1.0,340.600006,26.2000008,2.0,1.0,1.0,0.0,13.0,1.0,0.0,1,5.0,1934.0,0.0,0.0,3.0
449,-79.3215987975,41.1505615335,16,657.0,16200102501219,0.0,1.0,627.900085,27.2999992,3.0,1.0,1.0,0.0,23.0,1.0,0.0,1,7.0,1954.0,2009.0,0.0,3.0
454,-77.018,41.4634000001,41,25.0,41793551200033,0.0,11.0,288.800018,15.1999989,3.0,1.0,1.0,0.0,19.0,1.0,0.0,0,6.0,1950.0,2015.0,0.0,7.0
455,-76.8785,41.4932000001,41,20.0,41793551200054,0.0,11.0,192.0,12.0,1.0,6.0,2.0,0.0,16.0,3.0,0.0,0,5.0,1950.0,1989.0,0.0,7.0
456,-79.2398221183,41.0753151013,16,90.0,16200200620000,0.0,1.0,334.100006,25.7000008,2.0,1.0,1.0,0.0,13.0,1.0,0.0,1,5.0,1940.0,0.0,0.0,3.0
457,-79.3556251033,41.057465252,16,370.0,16200300900244,0.0,1.0,417.600006,26.1000004,3.0,1.0,1.0,0.0,16.0,1.0,0.0,1,5.0,1934.0,1986.0,0.0,3.0
458,-79.7138000556,40.4456011273,2,19531.0,02028600302662,0.0,1.0,1176.0,56.0,2.0,1.0,19.0,0.0,21.0,1.0,0.0,1,6.0,1950.0,1977.0,1.0,3.0
459,-79.3539859722,41.059101101,16,191.0,16200500100612,0.0,1.0,433.800018,24.1000004,2.0,1.0,1.0,0.0,18.0,1.0,1.0,1,4.0,1937.0,0.0,0.0,3.0
460,-79.283702776,41.1221315151,16,397.0,16200501301245,0.0,1.0,589.000061,31.0,2.0,1.0,1.0,0.0,19.0,1.0,0.0,1,5.0,1936.0,0.0,0.0,3.0
461,-79.2640335126,41.1317554089,16,397.0,16200501601040,0.0,1.0,1884.69995,40.0999985,4.0,2.0,6.0,0.0,47.0,5.0,0.0,1,5.0,1968.0,0.0,0.0,3.0
462,-79.7124678943,40.4529130316,2,12383.0,02028600500802,0.0,1.0,1428.0,42.0,2.0,1.0,4.0,0.0,34.0,1.0,0.0,1,5.0,1950.0,0.0,1.0,3.0
464,-75.7588221455,40.0206048657,15,1710.0,15401500600131,0.0,1.0,1672.00012,38.0,4.0,2.0,5.0,0.0,44.0,5.0,0.0,1,5.0,1966.0,0.0,0.0,3.0
465,-75.7644788639,40.026509732,15,1710.0,15401500602887,0.0,1.0,371.999969,31.0,2.0,1.0,19.0,0.0,12.0,1.0,0.0,1,7.0,1979.0,0.0,0.0,3.0
466,-75.7262453273,40.0844159476,15,6485.0,15401601103296,0.0,1.0,2496.0,48.0,4.0,2.0,6.0,0.0,52.0,5.0,0.0,1,7.0,1972.0,0.0,0.0,3.0
467,-75.724211265,40.0838798135,15,6485.0,15401601200000,0.0,1.0,1823.99988,48.0,4.0,2.0,6.0,0.0,38.0,5.0,0.0,1,6.0,1973.0,0.0,0.0,3.0
468,-75.7168965463,40.0477103197,15,3317.0,15401900100042,0.0,1.0,1932.00024,21.0,1.0,6.0,2.0,0.0,92.0,3.0,1.0,1,6.0,1931.0,2014.0,0.0,3.0
469,-75.7734173937,40.077106958,15,530.0,15402100502266,0.0,1.0,761.600037,23.7999992,1.0,6.0,2.0,0.0,32.0,3.0,1.0,1,3.0,1938.0,0.0,0.0,3.0
472,-75.7536365617,40.1045793071,15,1385.0,15403101000000,0.0,1.0,1092.0,26.0,2.0,1.0,4.0,0.0,42.0,1.0,1.0,1,4.0,1939.0,0.0,1.0,3.0
473,-75.9503090616,39.7505154933,15,375.0,15301000401623,0.0,1.0,440.0,0.0,1.0,9.0,19.0,0.0,10.0,3.0,0.0,1,5.0,1972.0,0.0,0.0,3.0
474,-75.7050684591,39.8108459397,15,8178.0,15301300800037,0.0,1.0,2610.0,43.5,4.0,2.0,5.0,0.0,60.0,5.0,1.0,1,3.0,1960.0,0.0,1.0,3.0
475,-77.8876,40.7012,31,42.0,31793551050017,0.0,11.0,333.0,18.5,1.0,6.0,2.0,0.0,18.0,3.0,0.0,0,7.0,1935.0,1994.0,0.0,7.0
476,-77.7271,40.662,31,47.0,31793551050020,0.0,11.0,334.800018,18.6000004,1.0,6.0,2.0,0.0,18.0,3.0,0.0,0,7.0,1935.0,1996.0,0.0,7.0
478,-77.9796,40.6874,31,10.0,31793551050026,0.0,11.0,212.400009,17.7000008,3.0,1.0,1.0,0.0,12.0,1.0,0.0,0,8.0,1935.0,2011.0,0.0,7.0
479,-76.0747388885,39.7418359034,15,609.0,15301400300000,0.0,1.0,315.599976,26.2999992,2.0,1.0,1.0,0.0,12.0,1.0,1.0,1,4.0,1934.0,0.0,0.0,3.0
481,-76.0440439559,39.7668034524,15,716.0,15301600200000,0.0,1.0,676.79999,37.5999985,2.0,1.0,1.0,0.0,18.0,1.0,0.0,1,6.0,1960.0,0.0,0.0,3.0
482,-76.0176618968,39.7791995474,15,1319.0,15301600342114,0.0,1.0,1260.00012,31.5,2.0,1.0,19.0,1.0,40.0,1.0,0.0,1,7.0,1998.0,0.0,0.0,3.0
483,-76.0039836256,39.7790242824,15,1319.0,15301600600000,0.0,1.0,4824.0,33.5,4.0,2.0,2.0,0.0,144.0,5.0,1.0,1,5.0,1968.0,0.0,0.0,3.0
484,-75.9358725385,39.7847462781,15,2369.0,15301800300149,0.0,1.0,2264.40015,33.2999992,4.0,2.0,5.0,0.0,68.0,5.0,0.0,1,7.0,1989.0,0.0,0.0,3.0
487,-79.4361914462,41.0953148856,16,363.0,16200701700403,0.0,1.0,1057.79993,25.7999992,1.0,7.0,2.0,0.0,41.0,3.0,1.0,1,4.0,1938.0,0.0,0.0,3.0
488,-79.459307127,41.1096108341,16,703.0,16200702101648,0.0,1.0,640.0,32.0,2.0,1.0,11.0,0.0,20.0,1.0,0.0,1,5.0,1930.0,0.0,0.0,3.0
489,-79.4803591668,41.0276699482,16,106.0,16200800100097,0.0,1.0,804.999939,32.2000008,2.0,1.0,1.0,0.0,25.0,1.0,0.0,1,6.0,1975.0,0.0,0.0,3.0
490,-79.7075705435,40.4590001841,2,12383.0,02028600600000,0.0,1.0,1344.00012,42.0,2.0,1.0,4.0,0.0,32.0,1.0,0.0,1,5.0,1950.0,0.0,1.0,3.0
491,-79.4555198079,41.0416016406,16,106.0,16200800402511,0.0,1.0,419.899994,32.2999992,2.0,1.0,19.0,0.0,13.0,1.0,0.0,1,6.0,1975.0,0.0,0.0,3.0
492,-76.8108,41.5088000001,41,11.0,41793551200053,0.0,11.0,240.0,16.0,1.0,6.0,2.0,0.0,15.0,3.0,0.0,0,5.0,1930.0,1985.0,0.0,7.0
493,-77.1606,41.0963,41,19.0,41793551120026,0.0,11.0,252.800003,15.8000002,1.0,6.0,2.0,0.0,16.0,3.0,0.0,0,5.0,1936.0,1985.0,0.0,7.0
496,-79.4855494794,40.995237722,16,437.0,16200900100001,0.0,1.0,4949.0,24.5,1.0,6.0,2.0,0.0,202.0,3.0,1.0,1,4.0,1938.0,0.0,0.0,3.0
497,-79.5235346037,41.0662953316,16,432.0,16200901300211,0.0,1.0,678.600037,26.1000004,2.0,1.0,4.0,0.0,26.0,1.0,0.0,1,5.0,1938.0,0.0,0.0,3.0
498,-79.5288948255,41.0746580934,16,432.0,16200901400000,0.0,1.0,831.999939,26.0,2.0,1.0,4.0,0.0,32.0,1.0,0.0,1,5.0,1938.0,0.0,0.0,3.0
499,-79.5371409762,41.0786146354,16,212.0,16200901500000,0.0,1.0,1118.0,26.0,2.0,1.0,4.0,0.0,43.0,1.0,0.0,1,5.0,1938.0,0.0,0.0,3.0
500,-79.5653345214,41.1131308846,16,212.0,16200902200129,0.0,1.0,1242.00012,27.6000004,2.0,1.0,4.0,0.0,45.0,1.0,1.0,1,4.0,1942.0,0.0,0.0,3.0
501,-79.7069685354,40.4720604756,2,12383.0,02028600800000,0.0,1.0,1288.0,46.0,2.0,1.0,4.0,0.0,28.0,1.0,0.0,1,5.0,1950.0,0.0,1.0,3.0
502,-79.4462128384,41.0982415015,16,435.0,16201100601571,0.0,1.0,1242.6001,32.7000008,4.0,2.0,5.0,0.0,38.0,5.0,0.0,1,6.0,1989.0,0.0,0.0,3.0
503,-79.3461956481,41.1401399981,16,75.0,16201200900608,0.0,1.0,1917.0,35.5,1.0,6.0,2.0,0.0,54.0,3.0,0.0,1,6.0,1961.0,0.0,0.0,3.0
504,-79.2715606616,41.1677154868,16,593.0,16201500700000,0.0,1.0,699.200012,30.3999977,3.0,1.0,1.0,0.0,23.0,1.0,0.0,1,7.0,1939.0,2009.0,0.0,3.0
506,-79.6233738099,41.052602924,16,82.0,16300200403266,0.0,1.0,655.200012,36.4000015,2.0,1.0,1.0,0.0,18.0,1.0,0.0,1,5.0,1957.0,0.0,0.0,3.0
507,-79.6168442811,41.0508002936,16,82.0,16300200501974,0.0,1.0,600.400085,31.6000004,2.0,1.0,1.0,0.0,19.0,1.0,0.0,1,5.0,1956.0,0.0,0.0,3.0
508,-79.5528753675,41.0787841633,16,92.0,16300300701285,0.0,1.0,204.0,0.0,2.0,1.0,19.0,0.0,12.0,1.0,0.0,1,5.0,1951.0,0.0,0.0,3.0
510,-79.4264702004,41.1924617754,16,3171.0,16800602601044,0.0,1.0,9632.0,43.0,4.0,2.0,6.0,0.0,224.0,6.0,0.0,1,6.0,1965.0,2010.0,0.0,3.0
511,-78.6937407449,40.7299290841,17,1452.0,17003600102102,0.0,1.0,627.0,41.7999992,2.0,1.0,1.0,0.0,15.0,1.0,1.0,1,4.0,1933.0,1953.0,0.0,3.0
512,-78.692560392,40.7325265713,17,1743.0,17003600200559,0.0,1.0,543.400024,41.7999992,2.0,1.0,1.0,0.0,13.0,1.0,1.0,1,4.0,1933.0,1953.0,0.0,3.0
513,-78.6751173861,40.7615762383,17,1371.0,17003600700991,0.0,1.0,5214.00049,39.5,4.0,2.0,6.0,0.0,132.0,6.0,0.0,1,7.0,1996.0,0.0,1.0,3.0
514,-78.6658467033,40.7722707032,17,1371.0,17003600901190,0.0,1.0,947.600098,41.2000008,2.0,1.0,4.0,0.0,23.0,1.0,0.0,1,5.0,1932.0,1952.0,0.0,3.0
515,-78.6721998154,40.8008654167,17,1464.0,17003601400187,0.0,1.0,599.999939,50.0,1.0,9.0,19.0,0.0,12.0,3.0,1.0,1,3.0,1953.0,0.0,0.0,3.0
517,-78.680218174,40.8384336571,17,1348.0,17003602000000,0.0,1.0,240.0,0.0,2.0,1.0,19.0,0.0,8.0,1.0,0.0,1,5.0,1930.0,1953.0,0.0,3.0
519,-78.6954663446,40.8551762614,17,2109.0,17003602300000,0.0,1.0,204.0,0.0,2.0,1.0,19.0,0.0,6.0,1.0,0.0,1,6.0,1930.0,1953.0,0.0,3.0
521,-78.7967585552,40.8923088755,17,2045.0,17003603301114,0.0,1.0,108.0,0.0,3.0,1.0,19.0,0.0,4.0,1.0,1.0,1,4.0,1931.0,0.0,0.0,3.0
