,Latitude,Longitude,Structure_Material,Structure_Type,Town,Bridge_Owner,Bridge_Identification_Number__B,Year_Built,Year_Reconstructed,Structure_Length,Structurally_Deficient,Structure_Category
4,42.26003283,-71.79359383,1.0,2,Worcester,0,1T8,1958,2007,474.0,0,1
5,42.265711,-71.79331703,4.0,2,Worcester,0,1T9,1958,0,48.8,0,1
6,42.26585583,-71.79351483,4.0,2,Worcester,0,1TA,1958,0,48.8,0,1
7,42.267346,-71.793242,2.0,7,Worcester,0,1TB,1958,0,13.4,0,1
8,42.275032,-71.796266,1.0,2,Worcester,0,1TC,1961,1982,50.9,0,1
9,42.39987897,-73.26712997,2.0,19,Lenox,0,ABR,1999,0,3.1,0,2
10,42.452848,-73.20613097,3.0,6,Pittsfield,0,ABT,1998,0,42.0,0,1
11,42.45361111,-73.22666667,1.0,2,Pittsfield,0,ABU,2001,0,47.0,0,1
12,42.708052,-73.223532,8.0,10,Williamstown,0,ACC,1997,0,16.2,0,1
13,42.617058,-72.744185,4.0,6,Buckland,0,ACF,1997,0,48.7,0,1
14,42.57715697,-73.24957297,3.0,1,Lanesborough,0,09Y,1961,0,12.0,0,1
15,42.58699597,-73.25024297,3.0,1,Lanesborough,0,0A0,1961,0,8.5,0,1
16,42.611826,-73.23208997,1.0,2,New Ashford,0,0A1,1945,0,14.0,0,1
17,42.61508597,-73.231245,1.0,2,New Ashford,0,0A2,1954,0,16.0,0,1
18,42.62530497,-73.230607,2.0,1,New Ashford,0,0A3,1955,0,7.3,0,1
19,42.408977,-71.795207,3.0,2,Sterling,0,1W9,1979,0,28.0,0,1
20,42.412522,-71.79451197,3.0,2,Sterling,0,1WA,1979,0,28.7,0,1
21,42.412815,-71.79504097,3.0,2,Sterling,0,1WB,1979,0,28.3,0,1
22,42.416645,-71.79335783,4.0,2,Sterling,0,1WC,1979,0,100.9,0,1
23,42.41648083,-71.79278383,4.0,2,Sterling,0,1WD,1979,0,101.8,0,1
24,42.656913,-72.93525097,3.0,5,Charlemont,0,0EK,1939,1992,17.0,0,1
25,42.6317,-72.86890697,8.0,10,Charlemont,0,0EL,1950,2009,28.7,0,1
26,42.65584497,-72.93661897,1.0,2,Charlemont,0,0EM,1938,0,15.5,0,1
27,42.27431583,-71.62491583,1.0,2,Westborough,0,22V,1900,1963,39.6,0,1
28,42.267667,-71.552665,1.0,2,Hopkinton,0,22W,1936,1976,56.7,1,1
29,42.50666667,-72.70627778,1.0,2,Conway,0,0K8,1978,0,16.2,0,1
30,42.51437097,-72.72025497,2.0,4,Conway,0,0K9,1926,0,15.5,0,1
31,42.51751097,-72.73191197,1.0,2,Conway,0,0KA,1926,1938,16.4,0,1
32,42.55957897,-72.80399097,2.0,4,Ashfield,0,0KB,1900,1952,13.1,0,1
33,42.56772097,-72.80182897,1.0,2,Buckland,0,0KC,1955,0,22.0,0,1
34,42.152095,-71.425982,3.0,1,Medway,0,2A5,1957,0,7.3,0,1
35,42.119548,-71.45341,3.0,1,Bellingham,0,2A7,1956,0,12.2,0,1
36,42.122869,-71.447738,3.0,1,Bellingham,0,2A8,1956,0,12.5,0,1
37,42.243014,-71.87132497,2.0,4,Leicester,0,6QW,1907,1940,3.8,0,2
43,42.313124,-71.582508,5.0,11,Marlborough,0,9WM,1906,0,5.2,0,2
44,42.401144,-71.13643997,5.0,11,Arlington,0,9WN,1908,0,5.2,0,2
45,42.40439297,-71.134538,2.0,11,Arlington,0,9WP,1913,0,9.1,0,1
46,42.407052,-71.133868,5.0,11,Arlington,0,9WQ,1927,0,4.6,0,2
51,42.64349297,-72.71536797,1.0,2,Colrain,0,5E7,1970,0,5.0,1,2
52,42.64333333,-72.71527778,1.0,19,Colrain,0,5E8,1970,0,1.2,0,3
60,42.227417,-71.69732983,1.0,2,Grafton,0,4LG,1957,1986,49.1,0,1
61,42.22575183,-71.70381983,6.0,19,Grafton,0,4LH,1957,0,11.9,0,1
62,42.22309283,-71.722615,4.0,2,Grafton,0,4LJ,1957,1994,58.3,0,1
63,42.222835,-71.729562,1.0,2,Grafton,0,4LK,1957,1988,20.1,0,1
64,42.22304497,-71.729364,1.0,2,Grafton,0,4LL,1957,1988,20.1,0,1
66,42.234608,-70.872152,2.0,19,Hingham,0,76P,2005,0,6.9,0,2
67,42.19289444,-70.726175,2.0,19,Scituate,0,76Q,1986,0,7.8,0,1
69,42.34254297,-71.25696997,2.0,7,Newton,0,4QM,1964,0,12.5,0,1
70,42.343249,-71.254642,1.0,2,Newton,0,4QN,1965,0,35.4,0,1
71,42.344914,-71.252046,1.0,2,Newton,0,4QP,1964,1995,77.7,0,1
72,42.34619897,-71.246767,1.0,2,Newton,0,4QQ,1964,1995,56.5,0,1
73,42.34669697,-71.24218297,1.0,2,Newton,0,4QR,1964,0,57.0,0,1
74,42.554513,-71.67373283,2.0,19,Shirley,0,AGQ,2002,0,7.0,0,1
75,42.67824697,-71.724399,3.0,5,Townsend,0,AFL,1999,0,22.5,0,1
76,42.14006783,-71.389589,3.0,5,Medway,0,AAK,1995,0,24.2,0,1
77,42.133495,-71.361861,3.0,6,Millis,0,ADL,1996,0,22.1,0,1
79,42.036403,-72.58879697,1.0,19,Longmeadow,0,5XG,1960,0,7.4,0,1
80,42.05775297,-72.58905197,1.0,2,Longmeadow,0,0YV,1959,1985,14.6,0,1
81,42.057777,-72.589357,1.0,2,Longmeadow,0,0YW,1959,1985,14.6,0,1
82,42.29186897,-72.62809797,1.0,2,Northampton,0,0YX,1965,0,18.6,0,1
83,42.29206097,-72.62783197,1.0,2,Northampton,0,0YY,1965,0,18.6,0,1
84,42.37221,-71.069473,7.0,21,Boston,0,8YF,2001,0,209.8,0,1
85,42.37115583,-71.06690883,7.0,21,Cambridge,0,8YH,2002,0,237.7,0,1
86,42.37295683,-71.06943483,3.0,1,Boston,0,8YJ,1999,0,38.1,0,1
87,42.335447,-71.06484397,7.0,2,Boston,0,91P,2000,0,73.1,0,1
88,42.370455,-71.06433333,4.0,5,Boston,0,91R,1989,0,164.0,0,1
89,42.33408297,-71.062982,3.0,1,Boston,0,91U,1998,0,6.8,0,1
90,42.18039497,-71.23299,1.0,2,Walpole,0,3KC,1911,2007,10.5,0,1
91,42.15932397,-71.23448,1.0,2,Walpole,0,3KD,1925,0,9.1,0,1
92,42.14611297,-71.249161,2.0,11,Walpole,0,3KE,1924,0,6.4,0,1
94,42.15758697,-71.20890597,3.0,1,Walpole,0,3KG,1956,0,7.0,0,1
95,42.280925,-71.39784444,1.0,19,Natick,0,7TP,1955,0,5.0,0,2
96,41.74044597,-71.186802,3.0,1,Somerset,0,3N4,1970,0,7.9,0,1
97,41.746543,-71.20216497,3.0,5,Swansea,0,3N5,1926,1972,7.6,1,1
105,42.06425697,-71.23040297,1.0,2,Foxborough,0,3QV,1963,0,49.1,0,1
106,42.084023,-71.221474,1.0,2,Foxborough,0,3QW,1962,0,59.9,0,1
107,42.084023,-71.221474,1.0,2,Foxborough,0,3QX,1963,0,65.7,0,1
108,42.01914697,-71.26705497,3.0,1,Mansfield,0,3QY,1962,0,11.0,0,1
109,42.01959697,-71.26774197,3.0,1,Mansfield,0,3R0,1962,0,11.0,0,1
112,41.74611697,-71.121975,1.0,2,Fall River,0,3VD,1962,0,51.5,0,1
113,41.804149,-71.07611783,1.0,2,Freetown,0,3VE,1951,0,54.1,1,1
114,41.95740097,-71.04394397,1.0,2,Raynham,0,3VF,1978,0,74.1,0,1
115,41.913941,-71.06228097,2.0,19,Raynham,0,3VG,1965,0,6.4,0,1
116,41.96591997,-71.02783997,7.0,2,Bridgewater,0,3VH,1979,0,43.3,0,1
117,42.48875,-71.19172222,1.0,2,Burlington,0,2EV,1950,1964,62.5,0,1
118,42.49576667,-71.17807778,2.0,7,Burlington,0,2EW,1949,1961,18.3,0,1
119,42.49593333,-71.17821111,2.0,7,Burlington,0,2EX,1949,1961,18.3,0,1
120,42.435695,-71.259703,6.0,1,Lexington,0,2EY,1950,1961,41.8,0,1
121,42.50358889,-71.10256389,1.0,2,Reading,0,2F0,1950,1960,28.0,0,1
122,42.69539997,-72.01506397,2.0,7,Winchendon,0,B1W,2008,0,12.6,0,1
123,41.59839697,-70.64242797,7.0,6,Falmouth,0,B1Y,2012,0,44.5,0,1
124,42.37333197,-71.849878,3.0,4,Holden,0,B20,2016,0,19.0,0,1
125,42.130951,-71.444141,3.0,6,Bellingham,0,B22,2007,0,20.5,0,1
126,42.526001,-71.066136,2.0,7,Lynnfield,0,2FD,1948,1959,15.2,0,1
127,42.522759,-71.058514,2.0,19,Wakefield,0,2FE,1948,1958,7.3,0,1
128,42.51058497,-71.09261497,1.0,2,Wakefield,0,2FF,1959,0,18.0,0,1
129,42.51445197,-71.090534,1.0,2,Wakefield,0,2FG,1950,1959,19.8,0,1
130,42.51674597,-71.089568,1.0,2,Wakefield,0,2FH,1950,1959,22.3,0,1
131,42.530101,-71.752723,3.0,4,Leominster,0,B4V,2015,0,23.3,0,1
132,42.59070833,-71.37876389,4.0,2,Chelmsford,0,2LP,1961,0,90.4,1,1
133,42.60081944,-71.36044444,1.0,2,Chelmsford,0,2LQ,1961,0,119.5,1,1
134,42.61035278,-71.33050833,3.0,5,Chelmsford,0,2LR,1959,0,11.9,0,1
141,42.52088889,-71.50854444,4.0,2,Littleton,0,BAY,2015,0,48.1,0,1
142,42.51797222,-71.51144444,4.0,2,Littleton,0,BB0,2015,0,92.1,0,1
143,42.243474,-71.833479,3.0,1,Worcester,0,BB2,2013,0,19.5,0,1
144,42.200507,-70.945987,2.0,19,Weymouth,0,BB3,1958,0,4.6,0,2
145,42.109461,-71.664966,3.0,2,Northbridge,0,BB5,2014,0,27.6,0,1
146,41.86872197,-70.88964,1.0,2,Middleborough,0,4AA,1958,1992,72.2,0,1
147,41.873603,-70.60153497,4.0,2,Plymouth,0,4AC,1956,1986,55.5,0,1
148,41.78000697,-70.719721,1.0,2,Wareham,0,4AD,1967,0,72.5,0,1
149,41.76143297,-70.67728997,2.0,4,Wareham,0,4AE,1949,0,7.6,0,1
150,42.52371944,-70.99626667,1.0,2,Peabody,0,2VR,1959,0,79.9,1,1
151,42.54304444,-70.98521111,1.0,2,Peabody,0,2VT,1975,0,34.1,0,1
152,42.54661111,-70.98194444,1.0,2,Peabody,0,2VU,1974,0,23.5,0,1
153,42.546875,-70.98209722,1.0,2,Peabody,0,2VV,1974,0,23.5,0,1
154,42.54813333,-70.98111111,1.0,3,Peabody,0,2VW,1974,0,9.3,0,1
156,41.907988,-71.316523,2.0,19,Attleboro,0,93V,1966,0,3.1,0,2
157,41.935344,-71.324143,2.0,19,Attleboro,0,93W,1959,0,2.4,0,3
158,41.934474,-71.32199097,2.0,19,Attleboro,0,93X,1959,0,2.4,0,3
160,42.36404797,-71.63399097,1.0,2,Berlin,0,1E8,1900,1952,8.2,0,1
161,42.35302683,-71.623349,3.0,1,Berlin,0,1E9,1956,0,7.9,0,1
162,42.01677083,-71.53849483,1.0,2,Blackstone,0,1EA,1955,0,53.0,0,1
164,42.01845983,-71.53301783,4.0,2,Blackstone,0,1EC,1958,0,48.2,0,1
168,42.26380797,-72.273167,3.0,1,Ware,0,BN0,2013,0,6.9,0,1
169,42.19856997,-71.15713397,2.0,19,Westwood,0,BN1,1980,2014,3.0,0,2
171,42.516145,-73.231966,9.0,19,Lanesborough,0,BN3,2014,0,6.9,0,1
172,42.19655556,-72.78883333,1.0,2,Montgomery,0,BN4,1900,0,2.4,1,3
173,42.274858,-71.79641983,1.0,2,Worcester,0,1TD,1961,1982,42.0,0,1
174,42.28381483,-71.79774183,1.0,2,Worcester,0,1TE,1961,1982,21.6,0,1
175,42.284222,-71.79796897,1.0,2,Worcester,0,1TF,1961,1982,21.6,0,1
176,42.288302,-71.79686483,1.0,2,Worcester,0,1TG,1962,1982,114.0,0,1
177,42.290424,-71.78461197,4.0,2,Worcester,0,1TH,1967,0,68.3,0,1
178,41.68643611,-70.22868611,2.0,19,Yarmouth,0,BN7,1997,0,3.7,0,2
179,42.166373,-72.27378797,2.0,11,Palmer,0,BN8,1955,0,6.0,0,2
180,42.14843333,-72.67176667,2.0,19,West Springfield,0,BN9,1954,0,4.9,0,2
181,42.15386694,-72.6326,2.0,19,West Springfield,0,BNA,1957,0,4.6,0,2
182,42.153637,-72.75498897,2.0,19,Westfield,0,BNB,1957,0,4.0,0,2
183,42.29057497,-71.78436497,4.0,2,Worcester,0,1TJ,1967,0,68.3,0,1
184,42.29052097,-71.77682297,1.0,2,Worcester,0,1TK,1967,0,28.0,0,1
185,42.290731,-71.776953,1.0,2,Worcester,0,1TL,1967,0,28.0,0,1
186,42.293162,-71.760857,1.0,2,Worcester,0,1TM,1967,0,34.7,0,1
187,42.29337,-71.76089897,1.0,2,Worcester,0,1TN,1967,0,34.7,0,1
191,42.24141083,-71.81179683,1.0,2,Worcester,0,1TP,1966,0,73.2,0,1
192,42.28911397,-71.79657797,4.0,2,Worcester,0,1TQ,1982,0,89.5,0,1
193,42.258761,-71.793079,1.0,2,Worcester,0,1TR,1960,1985,107.3,0,1
194,42.262191,-71.792876,1.0,2,Worcester,0,1TT,1960,1985,116.4,0,1
195,42.35249797,-71.61396397,2.0,19,Marlborough,0,1TU,1968,0,9.1,0,1
197,42.727905,-73.01148397,2.0,19,Monroe,0,ADE,1997,0,11.3,0,1
198,42.25424797,-72.948318,1.0,2,Chester,0,006,1932,1970,13.4,0,1
200,41.71188,-69.99428797,1.0,2,Chatham,0,BNJ,2016,0,28.6,0,1
204,42.361006,-71.59681297,1.0,2,Marlborough,0,1TV,1968,0,23.5,0,1
205,42.616343,-73.12415797,3.0,1,Adams,0,009,1939,2008,14.6,0,1
206,42.62193897,-73.13467697,2.0,19,Adams,0,00B,1976,0,7.6,0,1
207,42.61566297,-73.10398397,4.0,2,Adams,0,00C,1940,0,25.6,0,1
208,42.04077083,-71.51565983,1.0,2,Blackstone,0,1ED,1955,0,14.3,0,1
210,42.155807,-71.52062597,3.0,1,Milford,0,1EF,1980,0,7.9,1,1
211,41.88637597,-70.99081997,4.0,2,Taunton,0,AGW,2000,0,50.0,0,1
212,41.61674597,-70.450449,3.0,6,Barnstable,0,AEC,2001,0,18.3,0,1
213,41.63927997,-70.34448297,3.0,5,Barnstable,0,AED,2002,0,23.3,0,1
214,41.92624297,-70.807248,3.0,2,Carver,0,AG4,2004,0,37.0,0,1
215,41.928448,-70.80097297,7.0,6,Carver,0,AG5,2004,0,105.5,0,1
218,41.937863,-70.78344597,1.0,2,Carver,0,AG6,2004,0,36.5,0,1
219,41.94541797,-70.76985297,3.0,2,Carver,0,AG7,2004,0,37.9,0,1
220,41.32880897,-70.75979597,3.0,1,Chilmark,0,ACT,1998,0,15.9,0,1
221,42.01396197,-70.726539,3.0,6,Duxbury,0,AEE,1996,0,44.4,0,1
222,41.807341,-69.99565097,3.0,5,Eastham,0,ADR,1999,0,18.7,0,1
223,42.12532097,-71.06224797,4.0,2,Avon,0,AE8,1996,0,53.6,0,1
224,41.72663889,-71.15166667,1.0,16,Fall River,0,AFY,2011,0,526.7,0,1
225,41.72780556,-71.15599444,7.0,6,Somerset,0,AG0,2011,0,52.4,0,1
226,41.726871,-71.14784697,4.0,6,Fall River,0,AG1,2011,0,182.0,0,1
227,41.723114,-71.15214,4.0,6,Fall River,0,AG2,2011,0,72.2,0,1
228,41.623904,-70.63895997,3.0,6,Falmouth,0,AEF,2000,0,32.0,0,1
229,41.95848097,-70.752503,7.0,2,Kingston,0,AG8,2004,0,61.7,0,1
230,41.84933697,-70.858676,4.0,2,Middleborough,0,ADT,1997,0,54.3,0,1
231,41.96175,-70.709287,1.0,19,Plymouth,0,ACP,2003,0,6.1,0,1
232,41.95933333,-70.71,3.0,2,Plymouth,0,AEG,2003,0,67.3,0,1
234,41.88642397,-71.133412,1.0,2,Taunton,0,3N8,1954,2011,18.6,0,1
235,41.87770197,-71.17114997,1.0,2,Taunton,0,3N9,1901,1930,6.7,0,1
236,41.657243,-70.95309697,1.0,2,New Bedford,0,3NA,1963,2004,45.7,0,1
237,41.661735,-70.948586,1.0,2,New Bedford,0,3NB,1970,0,31.7,0,1
238,42.153382,-71.19022597,1.0,2,Norwood,0,3R1,1963,0,31.4,0,1
239,42.15372397,-71.190526,1.0,2,Norwood,0,3R2,1963,0,31.4,0,1
240,42.17543056,-71.16673056,1.0,2,Norwood,0,3R3,1963,0,39.0,0,1
241,42.17588889,-71.16701111,1.0,2,Norwood,0,3R4,1963,0,39.0,0,1
242,42.00643197,-71.28474197,1.0,2,North Attleboro,0,3R5,1962,0,44.2,0,1
247,42.052529,-72.772845,2.0,19,Southwick,0,5PT,1922,0,3.0,0,2
249,41.969253,-71.29577397,1.0,2,North Attleboro,0,3VJ,1960,0,90.8,0,1
250,42.04460497,-71.07912797,2.0,19,Easton,0,3VK,1988,0,7.3,0,1
251,42.04391497,-71.357145,1.0,2,Wrentham,0,3VL,1966,0,75.3,0,1
252,41.904366,-71.317997,1.0,2,Attleboro,0,3VM,1966,0,30.2,0,1
253,41.99589197,-71.29196797,1.0,2,North Attleboro,0,3VN,1959,2004,136.2,0,1
254,42.04655,-71.08261,2.0,19,Easton,0,5XQ,2008,0,10.7,0,1
255,42.213042,-72.612414,4.0,2,Holyoke,0,5XR,2010,0,61.6,0,1
256,42.484112,-72.63432197,2.0,19,Deerfield,0,5XV,2006,0,6.8,0,1
258,42.362991,-71.27048897,2.0,19,Waltham,0,2F1,1950,1960,8.8,0,1
259,42.36729167,-71.26975,4.0,2,Waltham,0,2F2,1950,1962,69.2,1,1
260,42.341962,-71.263107,1.0,2,Weston,0,2F3,1950,1962,12.5,0,1
261,42.346231,-71.26234497,1.0,2,Weston,0,2F4,1950,1962,16.2,0,1
262,42.34495197,-71.26208497,1.0,2,Weston,0,2F5,1950,0,12.2,0,1
264,42.55687,-71.873158,3.0,1,Westminster,0,B50,2010,0,12.6,0,1
265,42.45158097,-71.39289497,3.0,6,Concord,0,B53,2009,0,22.6,0,1
266,42.48621297,-73.128022,3.0,6,Dalton,0,B54,2013,0,18.0,0,1
267,42.625216,-71.319956,4.0,2,Lowell,0,B55,2012,0,45.1,0,1
268,42.5131,-71.041353,2.0,7,Wakefield,0,2FJ,1948,1960,15.8,0,1
269,42.52560197,-71.07948297,1.0,2,Wakefield,0,2FK,1949,1959,22.6,0,1
270,42.52560197,-71.07948297,1.0,2,Wakefield,0,2FL,1949,1959,20.4,0,1
271,42.325713,-71.25005,1.0,2,Newton,0,2FM,1950,1961,29.0,0,1
272,42.32365897,-71.249245,6.0,4,Newton,0,2FN,1950,1961,55.8,0,1
279,42.60694397,-71.332592,1.0,2,Chelmsford,0,2LT,1959,0,13.4,0,1
280,42.607103,-71.332587,1.0,2,Chelmsford,0,2LU,1959,0,13.4,0,1
281,42.612115,-71.306516,1.0,2,Chelmsford,0,2LV,1962,0,75.0,0,1
282,42.47312,-71.237778,4.0,2,Lexington,0,2LW,1962,0,74.7,1,1
283,42.42393897,-71.250961,1.0,2,Lexington,0,2LX,1967,0,68.0,0,1
284,41.77431597,-70.58635097,3.0,2,Bourne,0,4AF,1987,0,62.5,0,1
285,41.86913797,-70.889509,2.0,19,Middleborough,0,4AG,1957,0,7.0,0,1
286,41.76500897,-70.671377,4.0,2,Wareham,0,4AH,1980,0,71.9,0,1
287,41.76776,-70.680447,1.0,2,Wareham,0,4AJ,1980,0,73.2,0,1
288,41.88290297,-70.908471,2.0,4,Middleborough,0,4AK,1930,0,11.3,0,1
291,42.530073,-70.93033597,1.0,2,Peabody,0,2QC,1946,0,12.2,0,1
292,42.53344897,-70.93035797,1.0,2,Peabody,0,2QD,1937,0,9.1,0,1
294,41.92574197,-71.341586,2.0,19,Attleboro,0,9FB,1920,0,5.5,0,2
295,41.944426,-71.28994444,1.0,2,Attleboro,0,942,1921,1997,4.9,0,2
297,42.54767222,-70.98166111,1.0,3,Peabody,0,2VX,1974,0,9.3,0,1
298,42.542172,-70.984007,1.0,2,Peabody,0,2VY,1986,0,66.4,0,1
299,42.525852,-70.978407,3.0,2,Peabody,0,2W0,1988,0,32.6,0,1
300,42.52476397,-70.97694797,4.0,2,Peabody,0,2W1,1988,0,83.5,0,1
301,42.52400697,-70.97327797,1.0,2,Peabody,0,2W2,1988,0,53.9,0,1
302,42.47202397,-72.671897,2.0,1,Conway,0,5EC,1920,0,4.1,0,2
304,42.51021097,-72.65626,2.0,4,Conway,0,5EE,1917,1933,5.8,0,2
305,42.510334,-72.663301,2.0,19,Conway,0,5EF,1917,1933,2.9,0,3
308,42.22263983,-71.73510883,1.0,2,Millbury,0,4LM,1957,1988,11.9,0,1
309,42.22284883,-71.73507383,1.0,2,Millbury,0,4LN,1957,1988,11.9,0,1
310,42.22255283,-71.740226,4.0,2,Millbury,0,4LP,1957,1978,74.7,0,1
311,42.222161,-71.74859497,1.0,2,Millbury,0,4LQ,1957,1986,14.9,0,1
312,42.22227,-71.748433,1.0,2,Millbury,0,4LR,1957,1986,14.2,0,1
316,41.65233097,-70.95348097,4.0,2,New Bedford,0,71F,2011,0,50.7,0,1
319,42.34673397,-71.241864,1.0,2,Newton,0,4QT,1964,0,57.0,0,1
320,42.347456,-71.235234,1.0,2,Newton,0,4QU,1964,1995,17.1,0,1
321,42.34818333,-71.23500833,2.0,7,Newton,0,4QV,1964,0,12.6,0,1
322,42.347647,-71.23205556,1.0,2,Newton,0,4QW,1964,0,51.8,1,1
323,42.34783197,-71.22892,1.0,2,Newton,0,4QX,1964,1996,64.0,0,1
330,42.34713697,-71.065798,1.0,2,Boston,0,4V5,1932,1975,67.1,0,1
331,42.01166667,-71.26333333,2.0,19,Mansfield,0,AE9,2004,0,2.4,0,3
332,42.01163797,-71.26284697,2.0,11,Mansfield,0,AEA,2004,0,11.0,0,1
333,42.01166667,-71.26333333,2.0,19,Mansfield,0,AEB,2004,0,2.4,0,3
334,41.946837,-71.20232,3.0,5,Norton,0,ACW,1999,0,21.0,0,1
335,41.95191111,-71.22368889,3.0,1,Norton,0,ACX,1999,0,11.3,0,1
336,41.966503,-70.69786897,1.0,2,Plymouth,0,AEH,2003,0,32.3,0,1
337,41.966467,-70.696796,7.0,2,Plymouth,0,AEJ,2003,0,49.9,0,1
338,41.964728,-70.69900597,3.0,2,Plymouth,0,AEK,2003,0,31.8,0,1
339,41.859529,-70.91675897,3.0,5,Lakeville,0,AFE,2002,0,17.3,0,1
340,42.30834,-72.622955,1.0,2,Northampton,0,100,1965,0,134.2,1,1
341,42.307909,-72.622917,1.0,2,Northampton,0,101,1965,0,134.2,1,1
342,42.31166,-72.619433,1.0,2,Northampton,0,102,1965,0,26.7,0,1
343,42.311866,-72.61966997,1.0,2,Northampton,0,103,1965,0,26.7,0,1
344,42.327677,-72.61669997,1.0,2,Northampton,0,104,1965,0,26.8,0,1
345,42.37257,-71.068763,7.0,6,Boston,0,8YK,1999,0,112.2,0,1
346,42.37171897,-71.06750997,7.0,6,Boston,0,8YL,1999,0,90.8,0,1
347,42.555025,-71.29290833,1.0,2,Billerica,0,8YN,2004,0,14.0,0,1
348,42.37067297,-71.066179,7.0,21,Boston,0,8YP,1999,0,238.6,0,1
349,42.44637397,-71.817547,3.0,1,Princeton,0,AN6,2003,0,18.6,0,1
350,41.99657778,-71.33586944,2.0,1,Plainville,0,AC4,1987,0,4.0,1,2
351,42.12519997,-71.183912,3.0,5,Sharon,0,ACY,2002,0,74.7,0,1
352,41.896112,-71.08210097,3.0,6,Taunton,0,AFD,2000,0,20.2,0,1
353,42.07813397,-71.01981897,3.0,1,Brockton,0,AEL,1997,0,10.7,0,1
354,42.06899297,-71.010395,2.0,7,Brockton,0,AFF,1999,0,10.4,0,1
355,42.58950383,-71.78129583,1.0,2,Fitchburg,0,1EP,1900,2001,13.4,0,1
356,42.56319883,-71.76869483,3.0,2,Fitchburg,0,1EQ,1910,1962,46.9,0,1
357,42.59735897,-71.78846197,2.0,19,Fitchburg,0,1ER,1964,0,7.6,0,1
358,42.60128,-71.79894783,2.0,19,Fitchburg,0,1ET,1964,0,7.6,0,1
359,42.597033,-71.435066,3.0,1,Westford,0,AA3,1993,0,12.7,0,1
360,41.620958,-71.05975897,3.0,1,Westport,0,3KJ,1966,0,12.8,0,1
361,41.893664,-71.00295597,3.0,2,Raynham,0,3KL,1977,0,34.1,0,1
363,42.333959,-71.06356397,3.0,2,Boston,0,91V,1998,0,13.1,0,1
364,42.37055556,-71.06455556,4.0,5,Boston,0,91W,1989,0,223.9,0,1
365,42.38060397,-71.07766997,4.0,5,Boston,0,9DF,1999,0,274.5,0,1
366,42.624555,-73.10563997,1.0,2,Adams,0,00D,1939,0,8.8,0,1
367,42.625089,-73.113082,2.0,19,Adams,0,00E,1941,0,10.7,0,1
368,42.625,-73.11638889,1.0,2,Adams,0,00F,1956,0,15.8,0,1
369,42.621119,-73.118887,1.0,2,Adams,0,00G,1957,1986,15.5,0,1
370,42.62180697,-73.115458,1.0,2,Adams,0,00H,1957,0,14.6,0,1
371,42.46432897,-73.25287697,3.0,1,Pittsfield,0,0A4,1970,0,17.3,0,1
372,42.47419397,-73.246121,1.0,2,Pittsfield,0,0A5,1951,0,28.6,0,1
373,42.637917,-73.227564,1.0,2,Williamstown,0,0A6,1956,2007,18.6,0,1
374,42.643396,-73.233474,1.0,2,Williamstown,0,0A7,1956,0,22.4,0,1
375,42.66017097,-73.24130597,1.0,2,Williamstown,0,0A8,1957,2007,18.9,0,1
376,42.41925883,-71.789839,1.0,19,Sterling,0,1WE,1979,0,6.7,0,1
377,42.42006081,-71.787771,3.0,2,Sterling,0,1WF,1979,0,24.4,1,1
378,42.42049397,-71.788037,3.0,2,Sterling,0,1WG,1979,0,32.3,0,1
379,42.42405397,-71.781924,1.0,19,Sterling,0,1WH,1979,0,6.7,0,1
380,42.436345,-71.774825,1.0,2,Sterling,0,1WJ,1980,0,34.7,0,1
381,42.62760897,-72.737013,1.0,12,Charlemont,0,0EN,1937,2004,38.6,0,1
382,42.647233,-72.865938,1.0,2,Charlemont,0,0EP,1939,0,15.5,0,1
383,42.626353,-72.88268497,4.0,2,Charlemont,0,0EQ,1944,0,91.7,0,1
384,42.65257797,-72.86063097,1.0,2,Charlemont,0,0ER,1939,0,18.0,1,1
385,42.65243997,-72.954622,1.0,2,Charlemont,0,0EU,1986,0,59.4,0,1
386,42.346468,-71.060557,7.0,21,Boston,0,9QL,2003,0,174.3,0,1
387,42.34803611,-71.06058333,1.0,3,Boston,0,9QM,2005,0,39.5,0,1
388,42.348506,-71.06049297,1.0,3,Boston,0,9QN,2005,0,47.1,0,1
389,42.34603297,-71.06051397,4.0,5,Boston,0,9QP,2005,0,43.3,0,1
390,42.58958897,-72.78858097,1.0,2,Buckland,0,0KD,1938,1992,15.9,0,1
391,42.59381597,-72.78622,2.0,4,Buckland,0,0KE,1955,0,11.0,0,1
392,42.60168197,-72.778205,1.0,2,Buckland,0,0KG,1950,0,30.2,0,1
393,42.61319,-72.768962,1.0,2,Buckland,0,0KH,1938,0,21.6,0,1
394,42.13651883,-71.418512,5.0,11,Franklin,0,2AA,1900,0,10.4,0,1
395,42.08698889,-71.42716667,6.0,1,Franklin,0,2AB,1961,0,17.4,0,1
396,42.15763783,-71.33142583,3.0,5,Medfield,0,2AC,1984,0,17.7,0,1
401,42.024149,-71.48754097,1.0,19,Bellingham,0,1EV,1967,0,7.8,0,1
402,42.195112,-71.823779,3.0,1,Auburn,0,1EW,1956,0,7.9,0,1
403,42.21068,-71.798905,3.0,2,Auburn,0,1EX,1957,0,18.3,0,1
404,42.198388,-72.101973,1.0,2,Brookfield,0,1EY,1939,0,7.0,0,1
405,42.38038197,-71.076549,4.0,5,Boston,0,9DL,1999,0,213.5,0,1
